filepath,class
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062845.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071172.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071603.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053840.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060120.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054144.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0061035.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072211.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067265.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058483.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055291.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065885.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0028739.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057500.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055663.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0063803.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068751.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0024595.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055748.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072471.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064843.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053935.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058527.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062451.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053568.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064200.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067021.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053815.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066929.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060145.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059394.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031640.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067499.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068399.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0025818.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0063892.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068933.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070312.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0028147.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069299.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053858.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0027531.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058760.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057179.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071670.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066852.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065666.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0027433.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053649.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066442.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056219.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066821.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067135.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055392.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069465.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065771.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065835.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067683.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055768.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059644.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064258.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056321.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068915.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054723.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069153.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056631.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072520.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065098.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068486.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066960.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058806.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054158.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071763.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069132.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0061328.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053504.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071979.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064684.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072189.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062782.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054339.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032497.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055629.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071991.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060637.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031925.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066214.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032132.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064751.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068813.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053714.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064340.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057086.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056917.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057504.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055274.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054552.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031169.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058987.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067839.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065875.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059845.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058833.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055483.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070744.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060599.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0026988.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056709.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060117.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059912.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062927.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057275.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072839.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053913.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065397.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067409.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0073082.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0029951.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062218.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057662.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058567.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067386.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068287.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056030.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060310.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062288.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055346.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0061704.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070491.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069161.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0029331.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062501.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071378.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059873.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0063967.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057542.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064305.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064805.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055221.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0033609.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056486.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067049.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071053.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054771.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072851.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055349.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058784.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067076.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0063900.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058232.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031063.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0025046.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059877.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072732.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070101.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072376.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071649.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069589.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053591.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069836.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031041.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068639.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071110.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070221.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064655.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064150.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055060.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059516.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062601.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054116.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069971.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060927.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068113.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0025557.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072540.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065833.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068637.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062393.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068313.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031284.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067674.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070319.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0061026.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070328.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069052.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072254.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032307.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059599.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0033054.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032777.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0024432.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032611.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057090.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068032.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072807.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0028486.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072306.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054623.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064754.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054204.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054722.jpg,4. Basal Cell Carcinoma (BCC) 3323
IMG_CLASSES\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067154.jpg,4. Basal Cell Carcinoma (BCC) 3323
